match_id,date,team1,team2,venue,city,winner,toss_winner,toss_decision,event
1448398,2025-07-01,India,England,"County Ground, Bristol",Bristol,India,England,field,India Women tour of England
1448399,2025-07-04,England,India,"Kennington Oval, London",London,England,England,bat,India Women tour of England
1448400,2025-07-09,England,India,"Old Trafford, Manchester",Manchester,India,England,bat,India Women tour of England
1448401,2025-07-12,India,England,"Edgbaston, Birmingham",Birmingham,England,England,field,India Women tour of England
1459891,2024-12-15,India,West Indies,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,West Indies,field,West Indies Women tour of India
1459892,2024-12-17,India,West Indies,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,West Indies,West Indies,field,West Indies Women tour of India
1459893,2024-12-19,India,West Indies,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,West Indies,field,West Indies Women tour of India
1513735,2025-12-21,Sri Lanka,India,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,India,field,Sri Lanka Women tour of India
1513736,2025-12-23,Sri Lanka,India,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,India,field,Sri Lanka Women tour of India
1513737,2025-12-26,Sri Lanka,India,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,India,India,field,Sri Lanka Women tour of India
1513738,2025-12-28,India,Sri Lanka,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,India,Sri Lanka,field,Sri Lanka Women tour of India
1513739,2025-12-30,India,Sri Lanka,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,India,Sri Lanka,field,Sri Lanka Women tour of India
355988,2009-06-18,India,New Zealand,Trent Bridge,Nottingham,New Zealand,New Zealand,bat,ICC Women's World Twenty20
412716,2010-05-13,Australia,India,"Beausejour Stadium, Gros Islet",St Lucia,Australia,India,bat,ICC Women's World Twenty20
492547,2011-06-26,England,India,County Ground,Taunton,England,England,bat,NatWest Women's T20 Quadrangular Series
533302,2012-09-27,Australia,India,Galle International Stadium,,Australia,India,bat,ICC Women's World Twenty20
533306,2012-09-29,England,India,Galle International Stadium,,England,India,bat,ICC Women's World Twenty20
533309,2012-10-01,India,Pakistan,Galle International Stadium,,Pakistan,Pakistan,bat,ICC Women's World Twenty20
542850,2012-06-26,England,India,St Lawrence Ground,Canterbury,England,India,field,India Women in England T20I Series
542851,2012-06-28,England,India,County Ground,Chelmsford,England,India,bat,India Women in England T20I Series
584772,2012-10-03,Sri Lanka,India,Nondescripts Cricket Club Ground,Colombo,India,Sri Lanka,bat,ICC Women's World Twenty20
584924,2012-10-28,India,Pakistan,Guanggong International Cricket Stadium,,India,Pakistan,bat,Asian Cricket Council Women's Twenty20 Asia Cup
584929,2012-10-31,India,Pakistan,Guanggong International Cricket Stadium,,India,India,bat,Asian Cricket Council Women's Twenty20 Asia Cup
682973,2014-03-24,India,Sri Lanka,Sylhet Stadium,,Sri Lanka,Sri Lanka,bat,Women's World T20
682981,2014-03-26,England,India,Sylhet Stadium,,England,India,bat,Women's World T20
682995,2014-03-30,Bangladesh,India,Sylhet Stadium,,India,India,bat,Women's World T20
683005,2014-04-01,India,West Indies,Sylhet Stadium,,India,West Indies,bat,Women's World T20
683009,2014-04-02,India,Pakistan,Sylhet Stadium,,India,India,bat,Women's World T20
895789,2016-01-29,Australia,India,Melbourne Cricket Ground,,India,India,field,India Women in Australia T20I Series
895791,2016-01-31,Australia,India,Sydney Cricket Ground,,Australia,India,field,India Women in Australia T20I Series
951375,2016-03-15,India,Bangladesh,M Chinnaswamy Stadium,Bangalore,India,Bangladesh,field,Women's World T20
951387,2016-03-19,India,Pakistan,Feroz Shah Kotla,Delhi,Pakistan,Pakistan,field,Women's World T20
951395,2016-03-22,India,England,Himachal Pradesh Cricket Association Stadium,Dharamsala,England,England,field,Women's World T20
951409,2016-03-27,India,West Indies,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,West Indies,India,field,Women's World T20
